"CODE","DESCRIPTION_DE","DESCRIPTION_PL","NAME_DE","NAME_PL"
"ML056","<p>Elegancki, metalowy, wysuwany długopis z niebieskim wkładem. Posłuży nie tylko do odręcznego podpisywania katalogów, ale również do wykonywania wszelkiego rodzaju notatek ze spotkań z Klientami.</p>","PL <p>Elegancki, metalowy, wysuwany długopis z niebieskim wkładem. Posłuży nie tylko do odręcznego podpisywania katalogów, ale również do wykonywania wszelkiego rodzaju notatek ze spotkań z Klientami.</p>","Długopis BetterStyle 1 szt.","PL Długopis BetterStyle 1 szt."
"ML057","<p>Elegancki, metalowy, wysuwany długopis z niebieskim wkładem. Posłuży nie tylko do odręcznego podpisywania katalogów, ale również do wykonywania wszelkiego rodzaju notatek ze spotkań z Klientami.</p>","PL <p>Elegancki, metalowy, wysuwany długopis z niebieskim wkładem. Posłuży nie tylko do odręcznego podpisywania katalogów, ale również do wykonywania wszelkiego rodzaju notatek ze spotkań z Klientami.</p>","Długopis BetterStyle 5 szt.","PL Długopis BetterStyle 5 szt."
"ML059","<p>Zapisuj plany w notesie BetterStyle.<br />Szykowny notes A5 w twardej oprawie pomoże Ci zapanować nad swoim harmonogramem. Kremowe kartki w linie, miękką powłoka w gustownym odcieniu niebieskiego.</p>","PL <p>Zapisuj plany w notesie BetterStyle.<br />Szykowny notes A5 w twardej oprawie pomoże Ci zapanować nad swoim harmonogramem. Kremowe kartki w linie, miękką powłoka w gustownym odcieniu niebieskiego.</p>","Notes w twardej oprawie BetterStyle","PL Notes w twardej oprawie BetterStyle"
"ML060","<p>Duży, wysoki kubek, ozdobiony gwiazdkami z logo BetterStyle, wykonany z porcelitu wysokiej jakości, pomieści aż 400 ml Twojego ulubionego napoju. W jego towarzystwie najlepiej smakuje kawa lub herbata od Blue Nature.</p><ul><li>Biały, porcelanowy kubek cieszy oko oryginalnym, fantazyjnym kształtem.</li><li>Posiada duży, wygodny, znakomicie układający się w dłoni uchwyt</li></ul>","PL <p>Duży, wysoki kubek, ozdobiony gwiazdkami z logo BetterStyle, wykonany z porcelitu wysokiej jakości, pomieści aż 400 ml Twojego ulubionego napoju. W jego towarzystwie najlepiej smakuje kawa lub herbata od Blue Nature.</p><ul><li>Biały, porcelanowy kubek cieszy oko oryginalnym, fantazyjnym kształtem.</li><li>Posiada duży, wygodny, znakomicie układający się w dłoni uchwyt</li></ul>","Kubek BetterStyle","PL Kubek BetterStyle"
"ML061","<p>Klasyczna czapka bejsbolówka z daszkiem, w pięknym, niebieskim kolorze.</p><ul><li>Bardzo starannie wykonana z materiału wysokiej jakości</li><li>Idealna na lato, niezastąpiona na wycieczki, wyjazdy i wakacje</li></ul>","PL <p>Klasyczna czapka bejsbolówka z daszkiem, w pięknym, niebieskim kolorze.</p><ul><li>Bardzo starannie wykonana z materiału wysokiej jakości</li><li>Idealna na lato, niezastąpiona na wycieczki, wyjazdy i wakacje</li></ul>","Czapka z daszkiem BetterStyle","PL Czapka z daszkiem BetterStyle"
"ML062","<p>Ręcznik wykonany z bawełny 100% doskonałej jakości, niezwykle przyjemny i miękki w dotyku.</p><ul><li>Wyjątkowo miękki, chłonny i puszysty</li><li>Wysokiej jakości, elegancki</li><li>Logo wyhaftowane białą nitką</li><li>Może stanowić element wystroju łazienki lub towarzyszyć podczas zajęć sportowych czy wypoczynku</li><li>Doskonały na prezent</li><li>Wymiary: 70x140cm</li><li>Gramatura 500 g/m2</li></ul>","PL <p>Ręcznik wykonany z bawełny 100% doskonałej jakości, niezwykle przyjemny i miękki w dotyku.</p><ul><li>Wyjątkowo miękki, chłonny i puszysty</li><li>Wysokiej jakości, elegancki</li><li>Logo wyhaftowane białą nitką</li><li>Może stanowić element wystroju łazienki lub towarzyszyć podczas zajęć sportowych czy wypoczynku</li><li>Doskonały na prezent</li><li>Wymiary: 70x140cm</li><li>Gramatura 500 g/m2</li></ul>","Ręcznik BetterStyle","PL Ręcznik BetterStyle"
"ML063","<p>Praktyczny notes w zestawie z mini karteczkami samoprzylepnymi pomoże Ci zaznaczyć w katalogu najciekawsze oferty specjalne i produkty. Dzięki temu Twoi Klienci z łatwością odnajdą produkty rekomendowane przez Ciebie.</p><ul><li>Wymiary: 10,5 x 8 cm</li></ul>","PL <p>Praktyczny notes w zestawie z mini karteczkami samoprzylepnymi pomoże Ci zaznaczyć w katalogu najciekawsze oferty specjalne i produkty. Dzięki temu Twoi Klienci z łatwością odnajdą produkty rekomendowane przez Ciebie.</p><ul><li>Wymiary: 10,5 x 8 cm</li></ul>","Notes z karteczkami samoprzylepnymi","PL Notes z karteczkami samoprzylepnymi"
"ML064","<ul><li>Profesjonalny wygląd stołu w trakcie spotkań biznesowych</li><li>Obrus w szykownym odcieniu granatu</li><li>Wykonany z materiału poliestrowego wysokiej jakości</li><li>Bardzo praktyczny - łatwo wyprać go i uprasować</li><li>Wymiary: 140 x 130 cm</li></ul>","PL <ul><li>Profesjonalny wygląd stołu w trakcie spotkań biznesowych</li><li>Obrus w szykownym odcieniu granatu</li><li>Wykonany z materiału poliestrowego wysokiej jakości</li><li>Bardzo praktyczny - łatwo wyprać go i uprasować</li><li>Wymiary: 140 x 130 cm</li></ul>","Obrus firmowy BetterStyle","PL Obrus firmowy BetterStyle"
"ML068","","PL ","Notes z magnesem","PL Notes z magnesem"
"ML069","","PL ","Zawieszka do bagażu","PL Zawieszka do bagażu"
"PL079B","<p>Ulotka informacyjna zawierająca aktualną ofertę nagród z Programu ""Łatwy Start"", zapraszająca do przystąpienia do programu.</p>","PL <p>Ulotka informacyjna zawierająca aktualną ofertę nagród z Programu ""Łatwy Start"", zapraszająca do przystąpienia do programu.</p>","Ulotka Łatwy Start (10 szt.)","PL Ulotka Łatwy Start (10 szt.)"
"PL169","<p>Ulotka informacyjna zawierająca kompedium wiedzy na temat działania 3 kuracji witaminowych z serii odmładzająco-ujędrniającej Elixir of Beauty z udziałem preparatów:</p>
<ul><li>Retinol Encapsulated (500034)</li>
<li>Collagen Peptides 100% (500035)</li>
<li>Coenzyme Q10 Plus A, E, F, B3 (500036)</li>
</ul>","PL <p>Ulotka informacyjna zawierająca kompedium wiedzy na temat działania 3 kuracji witaminowych z serii odmładzająco-ujędrniającej Elixir of Beauty z udziałem preparatów:</p>
<ul><li>Retinol Encapsulated (500034)</li>
<li>Collagen Peptides 100% (500035)</li>
<li>Coenzyme Q10 Plus A, E, F, B3 (500036)</li>
</ul>","Ulotka Eliksyry Piękna (10 szt.)","PL Ulotka Eliksyry Piękna (10 szt.)"
"PL188","","PL ","Ulotka Silver Action (10 szt.)","PL Ulotka Silver Action (10 szt.)"
"PL217","<p>Ulotka zawierająca szczegółowe informacje na temat działania i stosowania suplementu diety - Mineral Balance, uzupełniającego organizm w cenne minerały, witaminy i aminokwasy niezbędne do jego prawidłowego funkcjonowania.</p>","PL <p>Ulotka zawierająca szczegółowe informacje na temat działania i stosowania suplementu diety - Mineral Balance, uzupełniającego organizm w cenne minerały, witaminy i aminokwasy niezbędne do jego prawidłowego funkcjonowania.</p>","Ulotka Mineral Balance (5 szt.)","PL Ulotka Mineral Balance (5 szt.)"
"PL218","<p>Ulotka informacyjna o efektach działania i najważniejszych składnikach aktywnych linii pielęgnacyjnej do ciała - Hydroclinic. Zawiera ona szczegółowe omówienie takich produktów jak:</p>
<ul><li>Hydroclin płyn micelarny (5005)</li>
<li>Hydroclinic żel pod prysznic (5004)</li>
<li>Hydroclinic mleczko do ciała (5003)</li>
<li>Hydroclinic - krem do twarzy na dzień i na noc (5008)</li>
</ul>","PL <p>Ulotka informacyjna o efektach działania i najważniejszych składnikach aktywnych linii pielęgnacyjnej do ciała - Hydroclinic. Zawiera ona szczegółowe omówienie takich produktów jak:</p>
<ul><li>Hydroclin płyn micelarny (5005)</li>
<li>Hydroclinic żel pod prysznic (5004)</li>
<li>Hydroclinic mleczko do ciała (5003)</li>
<li>Hydroclinic - krem do twarzy na dzień i na noc (5008)</li>
</ul>","Ulotka Hydroclinic (10 szt.)","PL Ulotka Hydroclinic (10 szt.)"
"PL223","<p>Ulotka zawierająca informacje na temat działania, składników oraz stosowania suplementu diety Natural Collagen (5024) o działaniu odbudowującym i wzmacniającym kości, stawy i mięśnie oraz regenerującym skórę, włosy i paznokcie.</p>","PL <p>Ulotka zawierająca informacje na temat działania, składników oraz stosowania suplementu diety Natural Collagen (5024) o działaniu odbudowującym i wzmacniającym kości, stawy i mięśnie oraz regenerującym skórę, włosy i paznokcie.</p>","Ulotka Natural Collagen (5 szt.)","PL Ulotka Natural Collagen (5 szt.)"
"PL269","<p>Ulotka zawierająca wiele cennych informacji na temat działania, składników oraz stosowania suplementu diety Garlic Forte (5038), który służy wspomaganiu naturalnej odporności w walce z wirusami i bakteriami. </p>","PL <p>Ulotka zawierająca wiele cennych informacji na temat działania, składników oraz stosowania suplementu diety Garlic Forte (5038), który służy wspomaganiu naturalnej odporności w walce z wirusami i bakteriami. </p>","Ulotka Garlic Forte (5 szt.)","PL Ulotka Garlic Forte (5 szt.)"
"PL274","<p>Ulotka zawierająca wiele cennych informacji na temat działania, składników oraz stosowania suplementu diety GreenTea Forte(5042), który pomaga zachować witalność dzięki antyoksydantom z zielonej herbaty i pokrzywy.</p>","PL <p>Ulotka zawierająca wiele cennych informacji na temat działania, składników oraz stosowania suplementu diety GreenTea Forte(5042), który pomaga zachować witalność dzięki antyoksydantom z zielonej herbaty i pokrzywy.</p>","Ulotka Green Tea Forte (5 szt.)","PL Ulotka Green Tea Forte (5 szt.)"
"ML015","<p>Miniaturka perfum Victory, to doskonały sposób na przetestowanie nuty zapachowej męskiej wody perfumowanej Victory. Ze względu na niewielką pojemność, świetnie sprawdzi się w każdej podróży.</p><ul><li>Pojemność: 1ml</li></ul>","PL <p>Miniaturka perfum Victory, to doskonały sposób na przetestowanie nuty zapachowej męskiej wody perfumowanej Victory. Ze względu na niewielką pojemność, świetnie sprawdzi się w każdej podróży.</p><ul><li>Pojemność: 1ml</li></ul>","Próbka perfum Victory 1ml","PL Próbka perfum Victory 1ml"
"ML021","<h4><big>Informacje</big></h4><p><strong><span style=""color:#2445a2;"">Dla Kobiety tajemniczej i intrygującej.</span><br /><br /></strong>Soczyste pomarańcze, jaśmin i ognisty imbir tworzą uwodzicielską kompozycję, rozgrzewającą zmysły jak lato na południu Hiszpanii. Intrygujące połączenie wanilii z solą nadaje całości tajemniczy, kuszący charakter.<strong><br /><br />Nuta głowy<br /></strong>jaśmin, pomarańcza, imbir<strong><br /><br />Nuta serca<br /></strong>wanilia, sól<strong><br /><br />Nuta podstawy<br /></strong>kaszmir, drzewo sandałowe, ambra<strong><br /></strong></p><div class=""page-break""><!-- pagebreak --></div><h4>Przeznaczenie</h4><p>Dla kobiet</p><div class=""page-break""><!-- pagebreak --></div><h4>Opakowanie</h4><p>Pojemność: 1 ml</p><div class=""page-break""><!-- pagebreak --></div>","PL <h4><big>Informacje</big></h4><p><strong><span style=""color:#2445a2;"">Dla Kobiety tajemniczej i intrygującej.</span><br /><br /></strong>Soczyste pomarańcze, jaśmin i ognisty imbir tworzą uwodzicielską kompozycję, rozgrzewającą zmysły jak lato na południu Hiszpanii. Intrygujące połączenie wanilii z solą nadaje całości tajemniczy, kuszący charakter.<strong><br /><br />Nuta głowy<br /></strong>jaśmin, pomarańcza, imbir<strong><br /><br />Nuta serca<br /></strong>wanilia, sól<strong><br /><br />Nuta podstawy<br /></strong>kaszmir, drzewo sandałowe, ambra<strong><br /></strong></p><div class=""page-break""><!-- pagebreak --></div><h4>Przeznaczenie</h4><p>Dla kobiet</p><div class=""page-break""><!-- pagebreak --></div><h4>Opakowanie</h4><p>Pojemność: 1 ml</p><div class=""page-break""><!-- pagebreak --></div>","Miniaturka perfum Lato w Andaluzji 1 ml","PL Miniaturka perfum Lato w Andaluzji 1 ml"
"ML036","","PL ","Nakrętka bezbarwna 10ml","PL Nakrętka bezbarwna 10ml"
"ML037","","PL ","Słoik bezbarwny 10ml","PL Słoik bezbarwny 10ml"
"ML065","<p>Stylowy kalendarz ścienny z miejscem do wpisania ważnych dat będzie przypominać Ci, że warto cieszyć się każdą chwilą. Ma nazwy dni tygodnia i miesięcy we wszystkich językach, którymi posługujemy się w BetterStyle.</p><ul><li>48x31 cm</li></ul><p><br />Twój sposób na udany rok 2022!</p>","PL <p>Stylowy kalendarz ścienny z miejscem do wpisania ważnych dat będzie przypominać Ci, że warto cieszyć się każdą chwilą. Ma nazwy dni tygodnia i miesięcy we wszystkich językach, którymi posługujemy się w BetterStyle.</p><ul><li>48x31 cm</li></ul><p><br />Twój sposób na udany rok 2022!</p>","Kalendarz ścienny 2022","PL Kalendarz ścienny 2022"
"ML066","<p>Ulubiony napój w Twoim stylu!<br /><br /></p><ul><li>Mając termos BetterStyle, możesz rozgrzać się ulubionym napojem zawsze i wszędzie</li><li>Utrzymuje temperaturę powyżej 40°C przez 16 godzin!</li><li>Doskonałe właściwości termoizolacyjne to zasługa próżni między podwójnymi ściankami termosu – wewnętrzna jest wykonana ze stali nierdzewnej 18/8 o podwyższonej jakości</li><li>Wygodny w użyciu, wyposażony w technologię unbolt&amp;press, czyli podwójne zabezpieczenie przed przypadkowym wylaniem napoju</li><li>Zgrabny i stylowy, z błyszczącą powierzchnią w niebieskim kolorze i  srebrnym napisem na przodzie</li><li>Pojemność: 400 ml</li></ul><p></p>","PL <p>Ulubiony napój w Twoim stylu!<br /><br /></p><ul><li>Mając termos BetterStyle, możesz rozgrzać się ulubionym napojem zawsze i wszędzie</li><li>Utrzymuje temperaturę powyżej 40°C przez 16 godzin!</li><li>Doskonałe właściwości termoizolacyjne to zasługa próżni między podwójnymi ściankami termosu – wewnętrzna jest wykonana ze stali nierdzewnej 18/8 o podwyższonej jakości</li><li>Wygodny w użyciu, wyposażony w technologię unbolt&amp;press, czyli podwójne zabezpieczenie przed przypadkowym wylaniem napoju</li><li>Zgrabny i stylowy, z błyszczącą powierzchnią w niebieskim kolorze i  srebrnym napisem na przodzie</li><li>Pojemność: 400 ml</li></ul><p></p>","Termos BetterStyle","PL Termos BetterStyle"
"PL176","<p>Ulotka informacyjna o efektach działania i najważniejszych składnikach aktywnych całej linii kosmetycznej Botanic.</p><p>Zawiera ona szczegółowe omówienie takich produktów jak:</p><ul><li>Przeciwzmarszczkowy krem pod oczy (500025)</li><li>Nawilżający krem do twarzy na dzień (500026)</li><li>Odżywczy krem do twarzy na noc (500027)</li><li>Krem normalizujący do twarzy i dekoltu (500028)</li><li>Krem do rąk z olejkiem z awokado (500029)</li></ul>","PL <p>Ulotka informacyjna o efektach działania i najważniejszych składnikach aktywnych całej linii kosmetycznej Botanic.</p><p>Zawiera ona szczegółowe omówienie takich produktów jak:</p><ul><li>Przeciwzmarszczkowy krem pod oczy (500025)</li><li>Nawilżający krem do twarzy na dzień (500026)</li><li>Odżywczy krem do twarzy na noc (500027)</li><li>Krem normalizujący do twarzy i dekoltu (500028)</li><li>Krem do rąk z olejkiem z awokado (500029)</li></ul>","Ulotka Blue Nature Botanic (10 szt.)","PL Ulotka Blue Nature Botanic (10 szt.)"
"PL272","<p>Ulotka zawierająca wiele cennych informacji na temat działania, składników oraz stosowania suplementu diety Red Tea Forte (5037), który wspomaga odchudzanie i utrzymanie szczupłej sylwetki.</p>","PL <p>Ulotka zawierająca wiele cennych informacji na temat działania, składników oraz stosowania suplementu diety Red Tea Forte (5037), który wspomaga odchudzanie i utrzymanie szczupłej sylwetki.</p>","Ulotka Red Tea Forte (5 szt.)","PL Ulotka Red Tea Forte (5 szt.)"
"PL273","<p>Ulotka zawierająca wiele cennych informacji na temat działania, składników oraz stosowania suplementu diety Immunavita (5039), który wspomaga wzmacnianie naturalnych funkcji odpornościowych organizmu.</p>","PL <p>Ulotka zawierająca wiele cennych informacji na temat działania, składników oraz stosowania suplementu diety Immunavita (5039), który wspomaga wzmacnianie naturalnych funkcji odpornościowych organizmu.</p>","Ulotka Immunavita (5 szt.)","PL Ulotka Immunavita (5 szt.)"
"ML014","<p>Miniaturka perfum Prowansja, to doskonały sposób na przetestowanie nuty zapachowej wody perfumowanej Lato  w Prowansji. Ze względu na niewielką pojemność, świetnie sprawdzi się w każdej podróży.</p><ul><li>Pojemność: 1ml</li></ul>","PL <p>Miniaturka perfum Prowansja, to doskonały sposób na przetestowanie nuty zapachowej wody perfumowanej Lato  w Prowansji. Ze względu na niewielką pojemność, świetnie sprawdzi się w każdej podróży.</p><ul><li>Pojemność: 1ml</li></ul>","Próbka perfum Provence 1ml","PL Próbka perfum Provence 1ml"
"PL1001","<p>Ulotka zawierająca wiele cennych informacji na temat działania, składników oraz stosowania kosmetyków z serii Senso odżywcze.</p>","PL <p>Ulotka zawierająca wiele cennych informacji na temat działania, składników oraz stosowania kosmetyków z serii Senso odżywcze.</p>","Ulotka Senso odżwycze (5 szt.)","PL Ulotka Senso odżwycze (5 szt.)"
"PL1002","<p>Ulotka zawierająca wiele cennych informacji na temat działania, składników oraz stosowania kosmetyków z serii Senso łagodzące.</p>","PL <p>Ulotka zawierająca wiele cennych informacji na temat działania, składników oraz stosowania kosmetyków z serii Senso łagodzące.</p>","Ulotka Senso łagodzące (5szt.)","PL Ulotka Senso łagodzące (5szt.)"
"PL1003","<p>Ulotka zawierająca wiele cennych informacji na temat działania, składników oraz stosowania kosmetyków z serii ArganQueen.</p>","PL <p>Ulotka zawierająca wiele cennych informacji na temat działania, składników oraz stosowania kosmetyków z serii ArganQueen.</p>","Ulotka Argan Queen (5 szt.)","PL Ulotka Argan Queen (5 szt.)"
"PL1005","","PL ","Ulotka ADEK (5 szt.)","PL Ulotka ADEK (5 szt.)"
"PL090I","","PL ","Pakiet Biznesowy","PL Pakiet Biznesowy"
"368442","<div class=""product-information""><div id=""product-description-short-1524"">Za jej pomocą przygotujesz ozdobne spiralki z ogórka.<br /><br /><ul><li>Pastelowe kolory mogą się różnić</li><li>Wymiary: 7 x 7 x 4 cm</li></ul></div></div>","PL <div class=""product-information""><div id=""product-description-short-1524"">Za jej pomocą przygotujesz ozdobne spiralki z ogórka.<br /><br /><ul><li>Pastelowe kolory mogą się różnić</li><li>Wymiary: 7 x 7 x 4 cm</li></ul></div></div>","Spiralna krajalnica do ogórka","PL Spiralna krajalnica do ogórka"
